Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-11-15,19:00:00,148.955,149.036,148.882,149.001,0,0
2017-11-15,20:00:00,149.002,149.002,148.767,148.795,0,0
2017-11-15,21:00:00,148.791,148.852,148.597,148.63,0,0
2017-11-15,22:00:00,148.639,148.704,148.498,148.565,0,0
2017-11-15,23:00:00,148.579,148.688,148.546,148.676,0,0
2017-11-15,23:59:00,148.68,148.727,148.533,148.701,0,0
2017-11-16,01:00:00,148.678,148.678,148.549,148.549,0,0
2017-11-16,02:00:00,148.546,148.875,148.546,148.814,0,0
2017-11-16,03:00:00,148.808,148.845,148.695,148.738,0,0
2017-11-16,04:00:00,148.73,148.861,148.73,148.828,0,0
2017-11-16,05:00:00,148.824,148.902,148.769,148.838,0,0
2017-11-16,06:00:00,148.837,148.99,148.834,148.939,0,0
2017-11-16,07:00:00,148.92,148.961,148.838,148.94,0,0
2017-11-16,08:00:00,148.938,149.015,148.81,148.989,0,0
2017-11-16,09:00:00,148.992,149.065,148.743,148.873,0,0
2017-11-16,10:00:00,148.86,149.027,148.806,148.949,0,0
2017-11-16,11:00:00,148.953,149.298,148.866,149.228,0,0
2017-11-16,12:00:00,149.247,149.46,149.247,149.438,0,0
2017-11-16,13:00:00,149.417,149.428,149.234,149.291,0,0
2017-11-16,14:00:00,149.29,149.35,149.166,149.338,0,0
2017-11-16,15:00:00,149.346,149.373,149.079,149.174,0,0
2017-11-16,16:00:00,149.161,149.238,148.865,148.948,0,0
2017-11-16,17:00:00,148.94,148.989,148.725,148.826,0,0
2017-11-16,18:00:00,148.83,149.024,148.803,148.985,0,0
2017-11-16,19:00:00,148.985,149.015,148.798,148.896,0,0
2017-11-16,20:00:00,148.896,148.985,148.885,148.959,0,0
2017-11-16,21:00:00,148.96,149.065,148.939,148.978,0,0
2017-11-16,22:00:00,148.987,149.144,148.952,149.144,0,0
2017-11-16,23:00:00,149.112,149.176,149.082,149.176,0,0
2017-11-16,23:59:00,149.163,149.237,149.109,149.235,0,0
2017-11-17,01:00:00,149.211,149.304,149.144,149.217,0,0
2017-11-17,02:00:00,149.217,149.22,149.033,149.139,0,0
2017-11-17,03:00:00,149.14,149.32,148.972,149.008,0,0
2017-11-17,04:00:00,149.02,149.075,148.82,148.848,0,0
2017-11-17,05:00:00,148.853,149.008,148.851,148.878,0,0
2017-11-17,06:00:00,148.876,148.942,148.83,148.94,0,0
2017-11-17,07:00:00,148.95,148.95,148.85,148.943,0,0
2017-11-17,08:00:00,148.952,149.027,148.893,148.929,0,0
2017-11-17,09:00:00,148.928,149.172,148.911,149.093,0,0
2017-11-17,10:00:00,149.088,149.118,148.915,149.07,0,0
2017-11-17,11:00:00,149.069,149.241,148.947,149.117,0,0
2017-11-17,12:00:00,149.121,149.215,148.683,148.711,0,0
2017-11-17,13:00:00,148.698,148.795,148.359,148.624,0,0
2017-11-17,14:00:00,148.616,148.766,148.533,148.62,0,0
2017-11-17,15:00:00,148.618,148.669,148.331,148.337,0,0
2017-11-17,16:00:00,148.337,148.365,148.158,148.356,0,0
2017-11-17,17:00:00,148.33,148.505,148.145,148.167,0,0
2017-11-17,18:00:00,148.234,148.245,148.005,148.057,0,0
2017-11-17,19:00:00,148.057,148.074,147.938,147.945,0,0
2017-11-17,20:00:00,147.95,148.11,147.948,148.11,0,0
2017-11-17,21:00:00,148.111,148.238,148.049,148.193,0,0
2017-11-17,22:00:00,148.201,148.22,148.03,148.15,0,0
2017-11-17,23:00:00,148.138,148.18,148.138,148.162,0,0
2017-11-20,01:00:00,148.254,148.268,147.682,147.869,0,0
2017-11-20,02:00:00,147.864,148.157,147.756,148.067,0,0
2017-11-20,03:00:00,148.059,148.131,147.857,147.875,0,0
2017-11-20,04:00:00,147.872,147.887,147.646,147.822,0,0
2017-11-20,05:00:00,147.83,147.89,147.771,147.87,0,0
2017-11-20,06:00:00,147.87,147.959,147.811,147.853,0,0
2017-11-20,07:00:00,147.866,148.017,147.843,147.997,0,0
2017-11-20,08:00:00,148,148.126,147.879,148.082,0,0
2017-11-20,09:00:00,148.095,148.406,148.015,148.406,0,0
2017-11-20,10:00:00,148.4,148.872,148.31,148.727,0,0
2017-11-20,11:00:00,148.722,148.858,148.671,148.858,0,0
2017-11-20,12:00:00,148.885,148.885,148.517,148.53,0,0
2017-11-20,13:00:00,148.554,148.713,148.46,148.586,0,0
2017-11-20,14:00:00,148.6,148.739,148.448,148.478,0,0
2017-11-20,15:00:00,148.489,148.787,148.473,148.666,0,0
2017-11-20,16:00:00,148.664,148.866,148.608,148.828,0,0
2017-11-20,17:00:00,148.828,149.111,148.724,149.065,0,0
2017-11-20,18:00:00,149.066,149.087,148.909,148.969,0,0
2017-11-20,19:00:00,148.954,149.009,148.865,148.992,0,0
2017-11-20,20:00:00,148.993,149.003,148.888,148.933,0,0
2017-11-20,21:00:00,148.937,149.242,148.937,149.152,0,0
2017-11-20,22:00:00,149.146,149.167,149.026,149.032,0,0
2017-11-20,23:00:00,149.03,149.111,148.963,149.045,0,0
2017-11-20,23:59:00,149.044,149.11,149.015,149.02,0,0
2017-11-21,01:00:00,149.024,149.088,148.989,149.048,0,0
2017-11-21,02:00:00,149.044,149.218,149.033,149.13,0,0
2017-11-21,03:00:00,149.139,149.156,148.995,149.126,0,0
2017-11-21,04:00:00,149.12,149.213,149.035,149.083,0,0
2017-11-21,05:00:00,149.082,149.113,149.032,149.072,0,0
2017-11-21,06:00:00,149.071,149.182,149.053,149.139,0,0
2017-11-21,07:00:00,149.139,149.183,149.099,149.101,0,0
2017-11-21,08:00:00,149.106,149.121,148.96,148.977,0,0
2017-11-21,09:00:00,148.977,149.372,148.97,149.314,0,0
2017-11-21,10:00:00,149.303,149.303,148.95,149.003,0,0
2017-11-21,11:00:00,148.976,149.007,148.75,148.832,0,0
2017-11-21,12:00:00,148.829,148.947,148.651,148.711,0,0
2017-11-21,13:00:00,148.743,149.018,148.743,148.934,0,0
2017-11-21,14:00:00,148.948,149.167,148.876,149.072,0,0
2017-11-21,15:00:00,149.071,149.124,148.888,149.043,0,0
2017-11-21,16:00:00,149.036,149.067,148.623,148.742,0,0
2017-11-21,17:00:00,148.748,148.919,148.719,148.78,0,0
2017-11-21,18:00:00,148.792,148.846,148.672,148.798,0,0
2017-11-21,19:00:00,148.801,148.894,148.731,148.855,0,0
2017-11-21,20:00:00,148.848,148.873,148.66,148.683,0,0
2017-11-21,21:00:00,148.681,148.882,148.667,148.837,0,0
2017-11-21,22:00:00,148.823,148.86,148.794,148.821,0,0
2017-11-21,23:00:00,148.818,148.928,148.803,148.863,0,0
2017-11-21,23:59:00,148.873,148.972,148.857,148.922,0,0
2017-11-22,01:00:00,148.94,148.953,148.79,148.82,0,0
2017-11-22,02:00:00,148.812,148.846,148.719,148.787,0,0
2017-11-22,03:00:00,148.777,148.803,148.657,148.708,0,0
2017-11-22,04:00:00,148.708,148.853,148.707,148.817,0,0
2017-11-22,05:00:00,148.82,148.878,148.78,148.803,0,0
2017-11-22,06:00:00,148.803,148.841,148.688,148.747,0,0
2017-11-22,07:00:00,148.739,148.765,148.657,148.706,0,0
2017-11-22,08:00:00,148.704,148.732,148.614,148.645,0,0
2017-11-22,09:00:00,148.653,148.722,148.445,148.511,0,0
2017-11-22,10:00:00,148.514,148.514,148.261,148.357,0,0
2017-11-22,11:00:00,148.363,148.585,148.32,148.509,0,0
2017-11-22,12:00:00,148.503,148.574,148.378,148.503,0,0
2017-11-22,13:00:00,148.504,148.53,148.323,148.53,0,0
2017-11-22,14:00:00,148.538,148.591,148.107,148.179,0,0
2017-11-22,15:00:00,148.166,148.596,148.09,148.508,0,0
2017-11-22,16:00:00,148.507,148.557,148.3,148.472,0,0
2017-11-22,17:00:00,148.47,148.512,148.11,148.246,0,0
2017-11-22,18:00:00,148.265,148.406,148.193,148.359,0,0
2017-11-22,19:00:00,148.362,148.442,148.256,148.286,0,0
2017-11-22,20:00:00,148.284,148.356,148.209,148.283,0,0
2017-11-22,21:00:00,148.277,148.327,148.016,148.074,0,0
2017-11-22,22:00:00,148.076,148.162,148.056,148.117,0,0
2017-11-22,23:00:00,148.11,148.226,148.091,148.212,0,0
2017-11-22,23:59:00,148.206,148.284,148.117,148.226,0,0
2017-11-23,01:00:00,148.179,148.272,148.156,148.177,0,0
2017-11-23,02:00:00,148.176,148.188,147.965,148.013,0,0
2017-11-23,03:00:00,148.013,148.175,147.993,148.174,0,0
2017-11-23,04:00:00,148.174,148.269,148.143,148.244,0,0
2017-11-23,05:00:00,148.24,148.475,148.24,148.391,0,0
2017-11-23,06:00:00,148.39,148.45,148.323,148.325,0,0
2017-11-23,07:00:00,148.327,148.337,148.248,148.319,0,0
2017-11-23,08:00:00,148.313,148.321,148.108,148.168,0,0
2017-11-23,09:00:00,148.158,148.196,147.983,148.007,0,0
2017-11-23,10:00:00,147.997,148.162,147.879,148.052,0,0
2017-11-23,11:00:00,148.019,148.108,147.816,148.049,0,0
2017-11-23,12:00:00,148.044,148.092,147.911,148.039,0,0
2017-11-23,13:00:00,148.032,148.071,147.908,148.012,0,0
2017-11-23,14:00:00,148.014,148.075,147.907,148.033,0,0
2017-11-23,15:00:00,148.031,148.238,148.014,148.169,0,0
2017-11-23,16:00:00,148.159,148.186,148.029,148.031,0,0
2017-11-23,17:00:00,148.049,148.091,147.911,147.911,0,0
2017-11-23,18:00:00,147.914,147.971,147.843,147.934,0,0
2017-11-23,19:00:00,147.936,147.968,147.862,147.937,0,0
2017-11-23,20:00:00,147.965,148.062,147.913,147.973,0,0
2017-11-23,21:00:00,147.977,148.023,147.945,147.997,0,0
2017-11-23,22:00:00,147.999,148.087,147.989,148.024,0,0
2017-11-23,23:00:00,147.916,148.056,147.916,148.017,0,0
2017-11-23,23:59:00,148.017,148.073,147.957,148.054,0,0
2017-11-24,01:00:00,148.043,148.059,147.967,148.04,0,0
2017-11-24,02:00:00,148.043,148.165,148.026,148.108,0,0
2017-11-24,03:00:00,148.109,148.124,148.023,148.05,0,0
2017-11-24,04:00:00,148.05,148.115,147.97,148.094,0,0
2017-11-24,05:00:00,148.093,148.177,148.041,148.158,0,0
2017-11-24,06:00:00,148.157,148.271,148.105,148.117,0,0
2017-11-24,07:00:00,148.119,148.217,148.109,148.192,0,0
2017-11-24,08:00:00,148.185,148.223,148.102,148.156,0,0
2017-11-24,09:00:00,148.164,148.333,148.148,148.222,0,0
2017-11-24,10:00:00,148.219,148.467,148.197,148.443,0,0
2017-11-24,11:00:00,148.419,148.521,148.38,148.508,0,0
2017-11-24,12:00:00,148.505,148.546,148.333,148.397,0,0
2017-11-24,13:00:00,148.404,148.552,148.326,148.419,0,0
2017-11-24,14:00:00,148.418,148.536,148.388,148.429,0,0
2017-11-24,15:00:00,148.415,148.565,148.284,148.537,0,0
2017-11-24,16:00:00,148.525,148.82,148.506,148.701,0,0
2017-11-24,17:00:00,148.699,148.899,148.669,148.887,0,0
2017-11-24,18:00:00,148.867,148.983,148.716,148.768,0,0
2017-11-24,19:00:00,148.766,148.799,148.524,148.72,0,0
2017-11-24,20:00:00,148.712,148.797,148.686,148.688,0,0
2017-11-24,21:00:00,148.688,148.764,148.591,148.753,0,0
2017-11-24,22:00:00,148.746,148.825,148.682,148.774,0,0
2017-11-24,23:00:00,148.762,148.762,148.711,148.727,0,0
2017-11-27,01:00:00,148.743,148.873,148.732,148.781,0,0
2017-11-27,02:00:00,148.781,148.781,148.662,148.713,0,0
2017-11-27,03:00:00,148.711,148.721,148.369,148.422,0,0
2017-11-27,04:00:00,148.421,148.43,148.285,148.305,0,0
2017-11-27,05:00:00,148.304,148.435,148.294,148.338,0,0
2017-11-27,06:00:00,148.337,148.424,148.245,148.302,0,0
2017-11-27,07:00:00,148.303,148.394,148.295,148.34,0,0
2017-11-27,08:00:00,148.349,148.402,148.294,148.373,0,0
2017-11-27,09:00:00,148.37,148.446,148.301,148.446,0,0
2017-11-27,10:00:00,148.429,148.509,148.176,148.452,0,0
2017-11-27,11:00:00,148.452,148.641,148.452,148.526,0,0
2017-11-27,12:00:00,148.518,148.621,148.468,148.499,0,0
2017-11-27,13:00:00,148.501,148.535,148.392,148.481,0,0
2017-11-27,14:00:00,148.478,148.499,148.194,148.463,0,0
2017-11-27,15:00:00,148.462,148.591,148.342,148.353,0,0
2017-11-27,16:00:00,148.356,148.56,148.27,148.439,0,0
2017-11-27,17:00:00,148.443,148.477,148.027,148.107,0,0
2017-11-27,18:00:00,148.101,148.229,147.887,147.97,0,0
2017-11-27,19:00:00,147.982,148.046,147.892,148.007,0,0
2017-11-27,20:00:00,148.021,148.044,147.915,147.979,0,0
2017-11-27,21:00:00,147.979,147.979,147.854,147.855,0,0
2017-11-27,22:00:00,147.861,148.019,147.844,147.971,0,0
2017-11-27,23:00:00,147.986,148.01,147.905,147.954,0,0
2017-11-27,23:59:00,147.954,148.16,147.888,147.959,0,0
2017-11-28,01:00:00,147.94,148.109,147.925,148.054,0,0
2017-11-28,02:00:00,148.046,148.136,147.844,147.928,0,0
2017-11-28,03:00:00,147.931,148.242,147.913,148.234,0,0
2017-11-28,04:00:00,148.23,148.262,148.181,148.217,0,0
2017-11-28,05:00:00,148.221,148.221,148.131,148.149,0,0
2017-11-28,06:00:00,148.15,148.274,148.148,148.223,0,0
2017-11-28,07:00:00,148.22,148.311,148.175,148.201,0,0
2017-11-28,08:00:00,148.204,148.511,148.146,148.267,0,0
2017-11-28,09:00:00,148.232,148.365,148.073,148.279,0,0
2017-11-28,10:00:00,148.312,148.371,148.014,148.135,0,0
2017-11-28,11:00:00,148.139,148.184,147.944,147.998,0,0
2017-11-28,12:00:00,148.002,148.139,147.898,148.018,0,0
2017-11-28,13:00:00,148.023,148.155,147.967,148.055,0,0
2017-11-28,14:00:00,148.067,148.098,147.733,147.734,0,0
2017-11-28,15:00:00,147.729,147.829,147.624,147.772,0,0
2017-11-28,16:00:00,147.775,147.847,147.674,147.768,0,0
2017-11-28,17:00:00,147.755,147.851,147.215,147.288,0,0
2017-11-28,18:00:00,147.289,147.385,146.987,147.043,0,0
2017-11-28,19:00:00,147.047,148.357,146.982,148.293,0,0
2017-11-28,20:00:00,148.3,148.96,147.713,148.428,0,0
2017-11-28,21:00:00,148.428,149.241,148.401,149.241,0,0
2017-11-28,22:00:00,149.258,149.286,148.798,148.81,0,0
2017-11-28,23:00:00,148.811,148.869,148.642,148.717,0,0
2017-11-28,23:59:00,148.714,148.99,148.664,148.973,0,0
2017-11-29,01:00:00,148.964,149.223,148.851,149.189,0,0
2017-11-29,02:00:00,149.186,149.347,149.092,149.118,0,0
2017-11-29,03:00:00,149.114,149.187,149.04,149.128,0,0
2017-11-29,04:00:00,149.145,149.173,148.962,148.962,0,0
2017-11-29,05:00:00,148.964,149.057,148.891,148.931,0,0
2017-11-29,06:00:00,148.931,149.026,148.903,149.011,0,0
2017-11-29,07:00:00,149.016,149.116,149.002,149.097,0,0
2017-11-29,08:00:00,149.102,149.276,149.087,149.248,0,0
2017-11-29,09:00:00,149.245,149.554,149.15,149.522,0,0
2017-11-29,10:00:00,149.512,149.709,149.422,149.466,0,0
2017-11-29,11:00:00,149.491,149.553,149.282,149.35,0,0
2017-11-29,12:00:00,149.344,149.55,149.298,149.528,0,0
2017-11-29,13:00:00,149.52,149.63,149.451,149.595,0,0
2017-11-29,14:00:00,149.595,149.679,149.428,149.428,0,0
2017-11-29,15:00:00,149.402,150.086,149.382,150.007,0,0
2017-11-29,16:00:00,149.988,150.294,149.956,150.276,0,0
2017-11-29,17:00:00,150.281,150.347,149.658,150.101,0,0
2017-11-29,18:00:00,150.107,150.435,150.042,150.138,0,0
2017-11-29,19:00:00,150.143,150.343,149.988,150.291,0,0
2017-11-29,20:00:00,150.293,150.383,150.059,150.197,0,0
2017-11-29,21:00:00,150.208,150.249,150.095,150.095,0,0
2017-11-29,22:00:00,150.102,150.116,150.005,150.029,0,0
2017-11-29,23:00:00,150.028,150.206,150.009,150.086,0,0
2017-11-29,23:59:00,150.076,150.251,150.019,150.226,0,0
2017-11-30,01:00:00,150.224,150.34,150.187,150.279,0,0
2017-11-30,02:00:00,150.271,150.383,150.182,150.203,0,0
2017-11-30,03:00:00,150.222,150.828,150.222,150.816,0,0
2017-11-30,04:00:00,150.83,150.952,150.68,150.86,0,0
2017-11-30,05:00:00,150.87,150.893,150.82,150.87,0,0
2017-11-30,06:00:00,150.87,150.874,150.794,150.855,0,0
2017-11-30,07:00:00,150.869,151.082,150.84,151.016,0,0
2017-11-30,08:00:00,151.012,151.147,150.986,151.001,0,0
2017-11-30,09:00:00,151.007,151.232,150.942,151.099,0,0
2017-11-30,10:00:00,151.106,151.42,151.066,151.28,0,0
2017-11-30,11:00:00,151.272,151.523,151.191,151.212,0,0
2017-11-30,12:00:00,151.203,151.318,151.088,151.188,0,0
2017-11-30,13:00:00,151.186,151.317,150.874,151,0,0
2017-11-30,14:00:00,150.98,151.286,150.937,151.223,0,0
2017-11-30,15:00:00,151.225,151.365,151.152,151.178,0,0
2017-11-30,16:00:00,151.161,151.183,150.945,151.04,0,0
2017-11-30,17:00:00,151.04,151.609,151.033,151.4,0,0
2017-11-30,18:00:00,151.4,151.721,151.37,151.656,0,0
2017-11-30,19:00:00,151.656,152.067,151.553,151.976,0,0
2017-11-30,20:00:00,151.993,152.315,151.991,152.251,0,0
2017-11-30,21:00:00,152.26,152.288,152.135,152.192,0,0
2017-11-30,22:00:00,152.19,152.323,152.102,152.212,0,0
2017-11-30,23:00:00,152.209,152.403,152.138,152.214,0,0
2017-11-30,23:59:00,152.198,152.348,152.198,152.266,0,0
2017-12-01,01:00:00,152.259,152.422,152.259,152.324,0,0
2017-12-01,02:00:00,152.328,152.404,152.178,152.227,0,0
2017-12-01,03:00:00,152.239,152.317,152.055,152.102,0,0
2017-12-01,04:00:00,152.103,152.304,152.078,152.252,0,0
2017-12-01,05:00:00,152.246,152.323,152.244,152.265,0,0
2017-12-01,06:00:00,152.268,152.356,152.227,152.333,0,0
2017-12-01,07:00:00,152.333,152.409,152.259,152.312,0,0
2017-12-01,08:00:00,152.316,152.384,152.214,152.291,0,0
2017-12-01,09:00:00,152.29,152.421,152.125,152.32,0,0
2017-12-01,10:00:00,152.322,152.489,151.829,151.899,0,0
2017-12-01,11:00:00,151.911,151.954,151.439,151.649,0,0
2017-12-01,12:00:00,151.648,151.754,151.436,151.559,0,0
2017-12-01,13:00:00,151.552,151.796,151.485,151.709,0,0
2017-12-01,14:00:00,151.711,151.873,151.611,151.697,0,0
2017-12-01,15:00:00,151.692,151.981,151.581,151.963,0,0
2017-12-01,16:00:00,151.96,151.996,151.636,151.725,0,0
2017-12-01,17:00:00,151.742,152.16,151.56,152.127,0,0
2017-12-01,18:00:00,152.145,152.208,150.605,151.034,0,0
2017-12-01,19:00:00,151.048,151.412,151.015,151.324,0,0
2017-12-01,20:00:00,151.321,151.523,151.161,151.344,0,0
2017-12-01,21:00:00,151.355,151.355,150.877,150.886,0,0
2017-12-01,22:00:00,150.887,151.075,150.857,151.026,0,0
2017-12-01,23:00:00,151.022,151.026,151.007,151.018,0,0
2017-12-04,01:00:00,151.945,152.415,151.898,152.299,0,0
2017-12-04,02:00:00,152.297,152.297,152.004,152.004,0,0
2017-12-04,03:00:00,152,152.026,151.78,151.898,0,0
2017-12-04,04:00:00,151.877,151.971,151.813,151.92,0,0
2017-12-04,05:00:00,151.897,151.912,151.834,151.903,0,0
2017-12-04,06:00:00,151.901,151.904,151.821,151.883,0,0
2017-12-04,07:00:00,151.885,151.947,151.857,151.86,0,0
2017-12-04,08:00:00,151.864,151.963,151.772,151.896,0,0
2017-12-04,09:00:00,151.895,151.943,151.523,151.85,0,0
2017-12-04,10:00:00,151.853,151.961,151.684,151.684,0,0
2017-12-04,11:00:00,151.67,151.843,151.546,151.647,0,0
2017-12-04,12:00:00,151.643,151.731,151.528,151.654,0,0
2017-12-04,13:00:00,151.662,152.724,151.647,152.476,0,0
2017-12-04,14:00:00,152.488,152.952,152.37,152.601,0,0
2017-12-04,15:00:00,152.599,152.776,152.418,152.599,0,0
2017-12-04,16:00:00,152.638,152.76,152.522,152.637,0,0
2017-12-04,17:00:00,152.639,152.741,151.297,151.921,0,0
2017-12-04,18:00:00,151.929,151.978,151.546,151.882,0,0
2017-12-04,19:00:00,151.875,151.927,151.657,151.859,0,0
2017-12-04,20:00:00,151.859,151.913,151.766,151.913,0,0
2017-12-04,21:00:00,151.917,151.967,151.647,151.701,0,0
2017-12-04,22:00:00,151.701,151.701,151.495,151.497,0,0
2017-12-04,23:00:00,151.498,151.555,151.352,151.52,0,0
2017-12-04,23:59:00,151.528,151.617,151.492,151.608,0,0
2017-12-05,01:00:00,151.583,151.626,151.533,151.577,0,0
2017-12-05,02:00:00,151.568,151.65,151.497,151.505,0,0
2017-12-05,03:00:00,151.507,151.553,151.411,151.497,0,0
2017-12-05,04:00:00,151.497,151.56,151.431,151.558,0,0
2017-12-05,05:00:00,151.555,151.578,151.487,151.544,0,0
2017-12-05,06:00:00,151.562,151.664,151.516,151.664,0,0
2017-12-05,07:00:00,151.651,151.722,151.616,151.666,0,0
2017-12-05,08:00:00,151.659,151.714,151.347,151.404,0,0
2017-12-05,09:00:00,151.405,151.481,150.973,151.038,0,0
2017-12-05,10:00:00,151.032,151.16,150.554,150.702,0,0
2017-12-05,11:00:00,150.691,151.095,150.578,151.055,0,0
2017-12-05,12:00:00,151.05,151.157,150.81,150.952,0,0
2017-12-05,13:00:00,150.955,151.011,150.686,150.883,0,0
2017-12-05,14:00:00,150.883,151.242,150.808,151.101,0,0
2017-12-05,15:00:00,151.121,151.34,151.076,151.136,0,0
2017-12-05,16:00:00,151.139,151.472,151.095,151.425,0,0
2017-12-05,17:00:00,151.385,151.78,151.225,151.751,0,0
2017-12-05,18:00:00,151.751,151.816,151.633,151.657,0,0
2017-12-05,19:00:00,151.648,151.687,151.416,151.453,0,0
2017-12-05,20:00:00,151.448,151.58,151.415,151.454,0,0
2017-12-05,21:00:00,151.455,151.455,151.264,151.36,0,0
2017-12-05,22:00:00,151.363,151.425,151.315,151.318,0,0
2017-12-05,23:00:00,151.311,151.447,151.291,151.362,0,0
2017-12-05,23:59:00,151.374,151.426,151.08,151.093,0,0
2017-12-06,01:00:00,151.098,151.1,150.821,150.872,0,0
2017-12-06,02:00:00,150.867,150.949,150.794,150.881,0,0
2017-12-06,03:00:00,150.89,151.093,150.865,151.075,0,0
2017-12-06,04:00:00,151.071,151.071,150.645,150.699,0,0
2017-12-06,05:00:00,150.706,150.808,150.687,150.779,0,0
2017-12-06,06:00:00,150.772,150.798,150.56,150.629,0,0
2017-12-06,07:00:00,150.628,150.652,150.476,150.518,0,0
2017-12-06,08:00:00,150.515,150.685,150.464,150.516,0,0
2017-12-06,09:00:00,150.517,150.588,150.053,150.314,0,0
2017-12-06,10:00:00,150.297,150.457,150.214,150.312,0,0
2017-12-06,11:00:00,150.322,150.35,150.06,150.1,0,0
2017-12-06,12:00:00,150.11,150.172,149.769,150.072,0,0
2017-12-06,13:00:00,150.068,150.195,149.861,149.909,0,0
2017-12-06,14:00:00,149.88,150.118,149.851,149.965,0,0
2017-12-06,15:00:00,149.967,150.198,149.922,150.167,0,0
2017-12-06,16:00:00,150.173,150.379,150.02,150.166,0,0
2017-12-06,17:00:00,150.16,150.323,150.065,150.238,0,0
2017-12-06,18:00:00,150.223,150.406,150.172,150.302,0,0
2017-12-06,19:00:00,150.286,150.295,150.056,150.136,0,0
2017-12-06,20:00:00,150.142,150.147,150.036,150.104,0,0
2017-12-06,21:00:00,150.105,150.203,150.091,150.195,0,0
2017-12-06,22:00:00,150.193,150.249,150.132,150.199,0,0
2017-12-06,23:00:00,150.185,150.419,150.174,150.396,0,0
2017-12-06,23:59:00,150.388,150.431,150.154,150.167,0,0
2017-12-07,01:00:00,150.185,150.401,150.171,150.399,0,0
2017-12-07,02:00:00,150.402,150.544,150.389,150.528,0,0
2017-12-07,03:00:00,150.517,150.529,150.389,150.476,0,0
2017-12-07,04:00:00,150.486,150.513,150.442,150.48,0,0
2017-12-07,05:00:00,150.485,150.519,150.361,150.398,0,0
2017-12-07,06:00:00,150.398,150.466,150.392,150.411,0,0
2017-12-07,07:00:00,150.415,150.468,150.326,150.435,0,0
2017-12-07,08:00:00,150.416,150.588,150.385,150.536,0,0
2017-12-07,09:00:00,150.536,150.69,150.475,150.54,0,0
2017-12-07,10:00:00,150.531,150.786,150.495,150.722,0,0
2017-12-07,11:00:00,150.707,150.815,150.677,150.737,0,0
2017-12-07,12:00:00,150.737,151.179,150.725,150.93,0,0
2017-12-07,13:00:00,150.921,151.116,150.274,150.305,0,0
2017-12-07,14:00:00,150.317,150.989,150.175,150.756,0,0
2017-12-07,15:00:00,150.766,150.944,150.701,150.701,0,0
2017-12-07,16:00:00,150.696,151.265,150.662,151.232,0,0
2017-12-07,17:00:00,151.216,151.264,151.007,151.264,0,0
2017-12-07,18:00:00,151.26,151.394,151.037,151.379,0,0
2017-12-07,19:00:00,151.379,151.438,151.234,151.438,0,0
2017-12-07,20:00:00,151.417,152.261,151.337,152.079,0,0
2017-12-07,21:00:00,152.017,152.377,152.011,152.36,0,0
2017-12-07,22:00:00,152.374,152.467,152.209,152.41,0,0
2017-12-07,23:00:00,152.399,152.444,152.226,152.378,0,0
2017-12-07,23:59:00,152.376,152.432,152.36,152.413,0,0
2017-12-08,01:00:00,152.409,152.652,152.409,152.633,0,0
2017-12-08,02:00:00,152.632,152.632,152.36,152.468,0,0
2017-12-08,03:00:00,152.468,152.702,152.411,152.693,0,0
2017-12-08,04:00:00,152.69,152.757,152.69,152.737,0,0
2017-12-08,05:00:00,152.738,152.801,152.661,152.676,0,0
2017-12-08,06:00:00,152.676,152.999,152.659,152.941,0,0
2017-12-08,07:00:00,152.941,153.267,152.89,153.225,0,0
2017-12-08,08:00:00,153.203,153.327,152.646,152.675,0,0
2017-12-08,09:00:00,152.67,153.093,152.666,153.093,0,0
2017-12-08,10:00:00,153.093,153.414,153.093,153.197,0,0
2017-12-08,11:00:00,153.194,153.205,152.872,153.025,0,0
2017-12-08,12:00:00,153.025,153.089,152.842,152.88,0,0
2017-12-08,13:00:00,152.88,153.005,152.709,152.723,0,0
2017-12-08,14:00:00,152.734,152.756,152.221,152.389,0,0
2017-12-08,15:00:00,152.407,152.412,151.965,152.091,0,0
2017-12-08,16:00:00,152.108,152.172,151.757,152.038,0,0
2017-12-08,17:00:00,152.049,152.228,151.748,151.852,0,0
2017-12-08,18:00:00,151.824,151.966,151.641,151.784,0,0
2017-12-08,19:00:00,151.786,152.175,151.782,152.084,0,0
2017-12-08,20:00:00,152.083,152.121,152.012,152.09,0,0
2017-12-08,21:00:00,152.091,152.178,152.067,152.072,0,0
2017-12-08,22:00:00,152.084,152.091,151.928,151.96,0,0
2017-12-08,23:00:00,151.964,151.974,151.958,151.974,0,0
2017-12-11,01:00:00,152.082,152.208,152.033,152.076,0,0
2017-12-11,02:00:00,152.077,152.26,151.993,152.22,0,0
2017-12-11,03:00:00,152.22,152.328,152.127,152.194,0,0
2017-12-11,04:00:00,152.21,152.26,152.192,152.221,0,0
2017-12-11,05:00:00,152.221,152.254,152.133,152.173,0,0
2017-12-11,06:00:00,152.179,152.287,152.156,152.206,0,0
2017-12-11,07:00:00,152.203,152.205,152.033,152.137,0,0
2017-12-11,08:00:00,152.142,152.334,152.098,152.244,0,0
2017-12-11,09:00:00,152.242,152.325,151.723,151.882,0,0
2017-12-11,10:00:00,151.869,151.93,151.493,151.678,0,0
2017-12-11,11:00:00,151.677,151.722,151.538,151.591,0,0
2017-12-11,12:00:00,151.592,151.78,151.391,151.767,0,0
2017-12-11,13:00:00,151.771,151.986,151.589,151.596,0,0
