############################################################### DATA TO FOLLOW ########################################
Result | Result per Trans | Trans Cnt | Signal Type | Strategy Type | Positive Trans Cnt | Positive Trans Pct | Eq in Str | JSON | Transaction Map
-12.378|-0.115700|107|False|SELL|58|0.542100|((TF_high(9) < TF_high(5))or(TF_open(2) < TF_high(10)))|{"name": "or", "children": [{"name": "(TF_high(9) < TF_high(5))"}, {"name": "(TF_open(2) < TF_high(10))"}]}|0000000010000010000000000000000001000000000000000001110000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000110000000001000000010000000000010100000000000000000000000000000000000000010000000000000000000000011000010000000000000010000010000010000000000001000000000001000000000000010000100000000000000000101000000010000000000000000000000000000000001000000000100000000000000010000000000000000000000000000000100000000000000000000000000010000000000010000000000000000100000000000010000000000000000000000000000100000000000000000000111000010000000000100000100000000011000000000010000000000000011000000000000000000000000100000100000000100000000101000000000000000000000000000000000000010000000000010000000000000000010100001100000010000000000010000000000000000000000000000010000000000000100000000000010000000000000000001100000001000000000011000000010000100000001000001010000000000000000010000000000000000011000000000000000000000000000000000000000000010010000000000000000000000000000000010000000000000000000000000000000000000000100000000100000000000000000000000000000000000000011000000000000000110000010000010000000000000000000000000000010000000000000000000000000100000011100010000001100000000000000000000000000000000000000000001000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000100000000111000000100000000000000000000000000000000000000000000000000000000100000000000000000000010000010
-9.254|-0.115700|80|True|SELL|45|0.562500|((TF_low(1) > TF_max(7,6))and(TF_open(4) < TF_max(9,3)))|{"name": "and", "children": [{"name": "(TF_low(1) > TF_max(7,6))"}, {"name": "(TF_open(4) < TF_max(9,3))"}]}|0000000000000010000000000000000000000000000000000001110000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000111000000000000000100000000001110000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000010000000000000000000000000000000000000000000001100001110000000000000000000000000000000000000000001100000000000000001010000000000000000000000000000000000001110000000000000000000000000000000000000110000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000001000000000000000000000001000000001000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000111000000000000010000000000000000000000000001000011000000000000000000000000000000000000000000000100000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000011000000100000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000111000000000000111000000000100000001000000000001100000000000000000000000000000000000000000000000001000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000101000001110000000000000000000000000000000000000000001100000000000000000000000000000000000000000
9.016|0.115600|78|True|BUY|47|0.602600|(((TF_max(8,4) < TF_avg_open(1,2))and(60 > TF_min(1,10)))and(TF_high(5) > TF_max(2,2)))|{"name": "and", "children": [{"name": "and", "children": [{"name": "(TF_max(8,4) < TF_avg_open(1,2))"}, {"name": "(60 > TF_min(1,10))"}]}, {"name": "(TF_high(5) > TF_max(2,2))"}]}|0000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000111000000011100000000000000000011000001000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000100000000000000000000000000000000000000000010000000001000000001100000000000000000000000110000000001000000000000001100000000000000000000000000000000000000001000000000000000100000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000010000011000000000000001000000000000110000000000000000000000010000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000100000000000000000000000000000000000000000100000000000001100001100000000000000000100000000110000110000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000010000000000000000000000000000000100000110000000000000000000000000000000000000110000000000000000000000011000000000011000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011000000000000000000000000000000000000000000000000000000000000001000000000000000000000011000
10.615|0.115400|92|True|BUY|59|0.641300|((TF_low(9) > TF_low(8))and((TF_high(3) < TF_low(6))or(241 < TF_open(10))))|{"name": "and", "children": [{"name": "(TF_low(9) > TF_low(8))"}, {"name": "or", "children": [{"name": "(TF_high(3) < TF_low(6))"}, {"name": "(241 < TF_open(10))"}]}]}|0010000000000000000000011000001000000000000000000000000100000000010000000000001010000000000000000000000000000110000100000001100000000001000100101000000000000000000000000000000000000000000000000000010000000000000000000000000101110000000000000000110000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000110001000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000111001000000000000000011001000000000000000000000101000100000000000000000000000000000000000000000000000000000000000110101000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001010000000000001000010000000000000010000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000001100000000000000000000000000000000000000001000000100000000000000000000000000000000001000000000100000010010000000000000000000000000000000000000000000000010100001000110000000000000000000000000000000000000000000000001001000000101000000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000000000000000000000000000001100000000000000000001000000000010010000000000000000000000000000000000000000000000000000000000101100000000000000000000001000000000000000000000000000010000000100000000000
-9.236|-0.115400|80|True|SELL|44|0.550000|((TF_low(1) > TF_max(5,6))and(TF_max(9,5) > TF_high(5)))|{"name": "and", "children": [{"name": "(TF_low(1) > TF_max(5,6))"}, {"name": "(TF_max(9,5) > TF_high(5))"}]}|0000000000000011000000000000000000000000000000000001110000011000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000110000010000000000100000000000010000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000110000000000000000000000000000100000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000100000000000000011100000011100000000000000000000000000011100000000000000000000000000000111000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000000000000010000000000000000000000000000000011000010000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000110000000000000000000000000111000000000000000000000000000000000000000011000000000000111000000000100000101000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000110
-8.649|-0.115300|75|False|SELL|42|0.560000|((TF_high(8) > TF_avg_open(4,3))or(TF_close(5) > TF_open(9)))|{"name": "or", "children": [{"name": "(TF_high(8) > TF_avg_open(4,3))"}, {"name": "(TF_close(5) > TF_open(9))"}]}|0000000000000000000100000000000000000000000000000001100000000100000000000100000000000000000000010000000001000000000000010000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000010000000100000000000000000000100000000010000000000000000000000000100000000000010000000000100000000000000000000000000000000000000100000000100000000000000000000000000000000001000000000000000001000000000000001000000000100000000000000000000000000001001000000000100000000000100000001000000000100000000000010000000000000000000000000000000000000000000000000010000000000000000000100000000000010000000000000000000000000010000000000001000000000000000000100000000100000000000001000000000000000001000000000000011000000000000000000000000000000010000001000000100000000000000000000000000000010010000000000001000000000000100000000000000000000100000000000000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000110000000000000000000000000000010000000000000000000000000100000010000100000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000100000100000000100000001000000000000010000000000010000000000000000000000000000000000010000000000000100
-12.153|-0.114700|106|True|SELL|57|0.537700|((TF_high(10) < TF_open(2))and(TF_high(5) < TF_high(9)))|{"name": "and", "children": [{"name": "(TF_high(10) < TF_open(2))"}, {"name": "(TF_high(5) < TF_high(9))"}]}|0000000010000010000000000000000001000000000000000001110000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000110000000001000000010000000000010100000000000000000000000000000000000000010000000000000000000000011000010000000000000010000010000010000000000001000000000001000000000000010000100000000000000000101000000010000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000100000000000000000000000000010000000000010000000000000000100000000000010000000000000000000000000000100000000000000000000111000010000000000100000100000000011000000000010000000000000011000000000000000000000000100000100000000100000000101000000000000000000000000000000000000010000000000010000000000000000010100001100000010000000000010000000000000000000000000000010000000000000100000000000010000000000000000001100000001000000000011000000010000100000001000001010000000000000000010000000000000000011000000000000000000000000000000000000000000010010000000000000000000000000000000010000000000000000000000000000000000000000100000000100000000000000000000000000000000000000011000000000000000110000010000010000000000000000000000000000010000000000000000000000000100000011100010000001100000000000000000000000000000000000000000001000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000100000000111000000100000000000000000000000000000000000000000000000000000000100000000000000000000010000010
8.582|0.114400|75|True|BUY|49|0.653300|((TF_high(9) > TF_low(7))and((TF_avg_open(9,6) > TF_close(4))and(TF_close(7) > TF_high(9))))|{"name": "and", "children": [{"name": "(TF_high(9) > TF_low(7))"}, {"name": "and", "children": [{"name": "(TF_avg_open(9,6) > TF_close(4))"}, {"name": "(TF_close(7) > TF_high(9))"}]}]}|0000000000000000000000000000001000000000000000100000000010000000100000001000000000000110000000000000100000000000000010000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000100000000000000000110000000000000000000000000000000000000000000001000000000000000000000000000001100001000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000010000000000000100000000000100000000000000101000000000000000000101000000000000000001000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000001000000001100000010000000000100000000000000000000000000000001000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000001000001000000000000010000000000000000000000000000000000000100000000000011000000000000000000000000000000000000000000000000000000000000100000011000000001000000000000000000000000000000000010000000000000000000000000000000000010100000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000001100001000000100000000000000000000000000110000000000110000000110000000000000000010000000000100000000100000000011000000000
-11.822|-0.113700|104|False|SELL|55|0.528800|((TF_high(5) > TF_max(9,2))or((TF_low(2) < TF_close(9))or(TF_low(3) < TF_avg_open(10,7))))|{"name": "or", "children": [{"name": "(TF_high(5) > TF_max(9,2))"}, {"name": "or", "children": [{"name": "(TF_low(2) < TF_close(9))"}, {"name": "(TF_low(3) < TF_avg_open(10,7))"}]}]}|0000000000000110000100000000000001000000000000000001100000001100000000000000000000000000000000010000000011000000000000000000000000000000000000000000000000000000100001000000000100000000000000000100000000000001000000000000110000000000000000000000000000000000000000000000000000000010000000000000000000010000100000000000000000000000000000000000000000000000000000000000000100000000111000000000000000000000011000000001000000000000000000000000100000001000000001100000000000000100000000000000000000000000100000000000100000011000000000100000000000110000000000000000000000000000110000000000000000000111000010000000000000000100000000111000000000010000000000000010000000000000000000000000000000100000000100000000000000010000000000000010000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000011000000000101000000000000000000000100000011100000001000000000010000000000000100000011000001001100000000000000000000000000000000001000000011000000000000000000000000000000000010000000000000000000000000000000000011000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000100000000000110000000000000000001000000000010000000000000011000000000100000011000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000110000001100000000000000000000000000000000100000000000000000000000000001000000000000000000000110
-8.509|-0.113500|75|True|SELL|41|0.546700|((TF_max(5,10) < TF_max(3,8))and(TF_high(9) > TF_high(5)))|{"name": "and", "children": [{"name": "(TF_max(5,10) < TF_max(3,8))"}, {"name": "(TF_high(9) > TF_high(5))"}]}|0000000010000010000000000000000001000000000000000001100000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000110000000000000000110000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000011000000000010000110000000000001000000000000000000000000110000100000000000000000100000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000110000000000000000000001100000000010000000000010000000000000011000000000000000000000000100000100000000000000000100000000000000000000000000000000000001100000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000001000000000000000000000000100000001000001000000000000000000000000000000000000011000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000001100000001100000000000000000000000000000000000000000000000000000000110000000000110000000000000000000000000000011000000000000000000000000100000010000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000001000000000000000110000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010
